"","dateYYYYMMDD","WeeklyAverageDewPointTemperature","WeeklyAverageDryBulbTemperature","WeeklyAverageRelativeHumidity","WeeklyAverageSeaLevelPressure","WeeklyAverageStationPressure","WeeklyAverageWetBulbTemperature","WeeklyAverageWindSpeed","WeeklyMaximumDryBulbTemperature","WeeklyMinimumDryBulbTemperature","WeeklyPeakWindSpeed","WeeklyPrecipitation"
"373",1997-04-19,30.2302158273381,42.7071428571429,64.1928571428571,30.0364285714286,29.3042142857143,37.4928571428571,8.03571428571429,66,26,18,0.00105691056910569
"374",1997-04-26,34.6056338028169,47.0281690140845,65.4084507042254,29.9558450704225,29.2265,41.5142857142857,8.45070422535211,63,34,18,0.000769230769230769
"375",1997-05-03,41.5479452054795,52.013698630137,70.6369863013699,29.7265068493151,29.0078723404255,46.7872340425532,10.3630136986301,73,36,25,0.00782258064516129
"376",1997-05-10,39.3448275862069,54.7862068965517,59.0068965517241,30.0056551724138,29.2841666666667,47.375,13.1931034482759,74,39,32,0.00463235294117647
"377",1997-05-17,37.6083916083916,49.9300699300699,64.9510489510489,29.7890909090909,29.0681428571429,44.2571428571429,11.4335664335664,71,35,25,5e-04
"378",1997-05-24,44.3931034482759,56.8758620689655,66.1724137931034,30.0229655172414,29.301338028169,50.7112676056338,7.97241379310345,83,37,32,0.00692857142857143
"379",1997-05-31,47.3819444444444,56.0486111111111,74.4791666666667,30.0389583333333,29.3133571428571,51.6714285714286,12.1180555555556,67,46,23,0.00359375
"380",1997-06-07,54.0604026845638,60.6979865771812,80.9328859060403,29.931677852349,29.2162837837838,56.9054054054054,9.24161073825503,76,46,23,0.00386861313868613
"381",1997-06-14,54.709219858156,65.2624113475177,71.1702127659574,29.9678014184397,29.2533571428571,59.1142857142857,7.33333333333333,83,46,20,0.000780141843971631
"382",1997-06-21,59.9722222222222,70.3958333333333,71.5694444444444,29.7779861111111,29.0689436619718,64.0422535211268,9.72916666666667,88,44,25,0.0180882352941176
"383",1997-06-28,63.3120567375887,78.113475177305,63.0496453900709,29.9958156028369,29.291231884058,68.4710144927536,7.86524822695035,93,59,20,0.00280575539568345
"384",1997-07-05,60.7762237762238,72.1608391608392,69.6853146853147,29.8406993006993,29.1361971830986,65.0492957746479,8.55244755244755,89,54,24,0.00125925925925926
"385",1997-07-12,56.3591549295775,68.4647887323944,67.8239436619718,30.0826056338028,29.3694964028777,61.1654676258993,8.29577464788732,87,51,20,0.000719424460431655
"386",1997-07-19,65.9586206896552,79.9793103448276,64.4068965517241,29.9409655172414,29.2400704225352,70.7112676056338,8.51034482758621,94,67,18,0.025
"387",1997-07-26,67.6413793103448,74.4965517241379,80.3448275862069,29.9948965517241,29.288951048951,69.9440559440559,8.4,96,62,17,0.0048
"388",1997-08-02,59.8652482269504,73.7943262411348,64.113475177305,30.1285815602837,29.4151079136691,65.2805755395683,8.17021276595745,91,56,17,7.19424460431655e-05
"389",1997-08-09,56.9285714285714,69.7785714285714,66.3714285714286,30.1036428571429,29.3921428571429,62.1571428571429,7.7,89,53,17,0.000735294117647059
"390",1997-08-16,65.1794871794872,70.7051282051282,83.7179487179487,29.9307051282051,29.2241025641026,67.1923076923077,8.98076923076923,90,57,18,0.0238461538461538
"391",1997-08-23,57.7034482758621,65.5172413793103,77.4137931034483,30.014275862069,29.3006944444444,60.9444444444444,8.27586206896552,75,55,18,0.00626865671641791
"392",1997-08-30,62.2056737588652,69.0780141843972,79.936170212766,29.9858865248227,29.2749275362319,64.8478260869565,6.94326241134752,83,57,15,0.000652173913043478
"393",1997-09-06,55.531914893617,66.531914893617,69.8014184397163,30.1464539007092,29.4277857142857,60.1857142857143,8.57446808510638,86,47,23,0
"394",1997-09-13,57.3310344827586,64.7586206896552,78.9655172413793,29.9769655172414,29.2651748251748,60.3496503496503,7.46206896551724,75,49,15,0.000802919708029197
"395",1997-09-20,60.1180555555556,69.9097222222222,74.1597222222222,29.9583333333333,29.2485106382979,63.9929078014184,8.96527777777778,84,50,23,0.0118248175182482
"396",1997-09-27,49.8380281690141,59.5,72.4084507042254,30.0756338028169,29.3540714285714,54.1857142857143,7.19718309859155,79,45,17,0.000522388059701493
"397",1997-10-04,50.2071428571429,63.5642857142857,64.2285714285714,29.7990714285714,29.0907971014493,56.1159420289855,11,86,44,28,0.000769230769230769
"398",1997-10-11,53.6312056737589,67.8156028368794,63.4964539007092,30.1045390070922,29.3922463768116,59.5144927536232,9.4113475177305,87,47,25,0.00116788321167883
"399",1997-10-18,40.2482269503546,50.4113475177305,70.3687943262411,30.1786524822695,29.4492907801418,45.4964539007092,7.82269503546099,81,31,23,0.00323529411764706
"400",1997-10-25,33.3103448275862,44.7586206896552,66.7448275862069,30.0667586206897,29.3356551724138,40.048275862069,9.1448275862069,65,29,17,0.002734375
"401",1997-11-01,38.4397163120567,45.9645390070922,76.5390070921986,29.8383687943262,29.1107913669065,42.5971223021583,11.5815602836879,64,25,30,0.00992481203007519
"402",1997-11-08,35.5106382978723,41.0780141843972,81.354609929078,30.0028368794326,29.2697163120567,38.6879432624113,8.90780141843972,48,33,17,0.00277310924369748
"403",1997-11-15,25.0878378378378,33.6689189189189,72.2364864864865,29.9931756756757,29.2517605633803,30.8239436619718,8.81081081081081,45,20,20,0.00504424778761062
"404",1997-11-22,24.4166666666667,30.5069444444444,78.5,30.0836111111111,29.3352898550725,28.4927536231884,9.18055555555556,44,17,17,0
"405",1997-11-29,32.4195804195804,40.020979020979,76.3146853146853,29.9800699300699,29.2470714285714,36.9928571428571,9.67132867132867,57,17,21,0.00277777777777778
"406",1997-12-06,29.3133333333333,34.3933333333333,82.1333333333333,29.9106,29.1749324324324,32.4121621621622,10.7933333333333,46,23,25,0.00197916666666667
"407",1997-12-13,26.3809523809524,30.687074829932,84.3537414965986,29.9912244897959,29.2553146853147,29.041958041958,10.0136054421769,36,20,20,0.00603448275862069
"408",1997-12-20,28.0138888888889,36.0972222222222,73.7777777777778,30.0463194444444,29.3172727272727,32.7272727272727,7.50694444444444,49,22,17,0
"409",1997-12-27,26.2054794520548,30.9931506849315,82.8561643835616,29.9406849315068,29.1975912408759,29.3941605839416,9.99315068493151,36,17,21,0.00447154471544715
"410",1998-01-03,25.9452054794521,32.5342465753425,77.2397260273973,29.8961643835616,29.1537588652482,29.9929078014184,12.7808219178082,57,13,24,0.0054954954954955
"411",1998-01-10,32.0526315789474,35.0921052631579,88.9276315789474,29.9255263157895,29.1905,34.0928571428571,13.6578947368421,56,7,26,0.0155045871559633
"412",1998-01-17,15.1496598639456,21.4489795918367,77.108843537415,30.1068707482993,29.356106870229,19.7709923664122,8.04761904761905,31,-1,20,0.0011304347826087
"413",1998-01-24,23.0838709677419,26.8516129032258,85.8258064516129,30.0809032258065,29.3357042253521,25.5070422535211,8.2,33,8,19,0.000947368421052632
"414",1998-01-31,28.3288590604027,32.1946308724832,86.0469798657718,30.0153691275168,29.2719402985075,30.8134328358209,7.40268456375839,41,24,18,0.000902255639097744
"415",1998-02-07,28.1408450704225,34.1338028169014,79.3450704225352,30.0857042253521,29.3434285714286,31.8071428571429,11.330985915493,45,28,22,0.000661764705882353
"416",1998-02-14,31.3630136986301,36.2191780821918,83.5068493150685,30.0059589041096,29.2697222222222,34.3402777777778,7.02054794520548,47,26,25,0.00401515151515151
"417",1998-02-21,34.2517482517483,40.0769230769231,81.041958041958,29.8645454545455,29.1362676056338,37.5704225352113,10,52,32,23,0.00460176991150443
"418",1998-02-28,34.8951048951049,44.1678321678322,72.1258741258741,29.8359440559441,29.1097887323944,40.0352112676056,10.0769230769231,62,33,23,0.00165354330708661
"419",1998-03-07,27.8255033557047,34.3624161073826,78.255033557047,29.938389261745,29.1957446808511,31.822695035461,7.54362416107383,42,28,20,0.00141304347826087
"420",1998-03-14,14.9507042253521,24.830985915493,67.0985915492958,30.1499295774648,29.4057857142857,21.9571428571429,15.2887323943662,38,10,30,0.0137121212121212
"421",1998-03-21,28.958904109589,34.972602739726,79.6232876712329,30.0677397260274,29.328275862069,32.7034482758621,12.2534246575342,52,23,30,0.00515873015873016
"422",1998-03-28,37.4929577464789,51.2323943661972,60.9577464788732,29.9169718309859,29.1935915492958,44.943661971831,12.7887323943662,76,26,31,0.000287769784172662
"423",1998-04-04,43.7379310344828,52.2689655172414,74.2827586206896,29.766275862069,29.061954887218,46.7368421052632,13.0206896551724,79,34,26,0.00682170542635659
"424",1998-04-11,33.9300699300699,47.3916083916084,62.9020979020979,29.8511888111888,29.1304225352113,41.5,9.67832167832168,66,30,22,0.00891472868217054
"425",1998-04-18,40.5714285714286,52.6598639455782,67.8639455782313,29.8331292517007,29.1144137931034,46.9310344827586,11.3945578231293,72,35,29,0.0056
"426",1998-04-25,39.4615384615385,54.2517482517483,61.9090909090909,29.9920979020979,29.2704929577465,47.1830985915493,7.98601398601399,75,43,20,0.00744
"427",1998-05-02,44.3557046979866,51.3288590604027,79.3154362416107,29.9602684563758,29.2409589041096,47.9383561643836,8.79194630872483,64,35,20,0.0046969696969697
"428",1998-05-09,51.2916666666667,59.2291666666667,77.0138888888889,29.7535915492958,29.0451145038168,54.618320610687,9.15277777777778,75,48,18,0.0154330708661417
"429",1998-05-16,52.5211267605634,67.7253521126761,60.887323943662,29.9021126760563,29.1931851851852,58.9111111111111,9.86619718309859,86,49,21,0
"430",1998-05-23,50.1914893617021,67.5815602836879,56.8014184397163,29.9843262411348,29.2745,57.7214285714286,9.24113475177305,90,51,22,0
"431",1998-05-30,55.6413793103448,68.0896551724138,67.5724137931035,29.9270344827586,29.2161971830986,60.830985915493,8.21379310344828,90,48,32,0.00446043165467626
"432",1998-06-06,45.6950354609929,60.2695035460993,61.4326241134752,29.8470212765957,29.1359420289855,52.5434782608696,8.38297872340426,81,43,26,0.000692307692307692
"433",1998-06-13,55.4615384615385,64.5594405594406,75.2517482517483,29.8925874125874,29.1827338129496,59.3165467625899,8.81818181818182,84,44,24,0.0113953488372093
"434",1998-06-20,62.7310344827586,72.648275862069,72.6344827586207,29.7351724137931,29.0319444444444,66.2430555555556,8.55172413793103,89,59,38,0.00785714285714286
"435",1998-06-27,66.7291666666667,79.6041666666667,66.875,29.8961805555556,29.1942361111111,70.9861111111111,8.65277777777778,95,62,29,0
"436",1998-07-04,62.8541666666667,74.3541666666667,69.3055555555556,29.9159722222222,29.2132394366197,67.0985915492958,8.8125,87,60,28,0.00481203007518797
"437",1998-07-11,62.7412587412587,73.3146853146853,71.2727272727273,30.0088111888112,29.3018881118881,66.7062937062937,6.93006993006993,86,61,15,7.2992700729927e-05
"438",1998-07-18,62.1398601398601,76.9090909090909,63.2167832167832,29.9658741258741,29.261134751773,67.6099290780142,5.62937062937063,89,59,15,0
"439",1998-07-25,63.2746478873239,76.443661971831,66.5281690140845,29.9600704225352,29.2556428571429,68.0642857142857,8.6056338028169,93,59,22,0
"440",1998-08-01,58.7446808510638,74,61.3687943262411,30.0567375886525,29.3472340425532,64.6666666666667,8.02127659574468,88,58,18,0
"441",1998-08-08,67.4413793103448,74.1310344827586,81.9655172413793,30.0441379310345,29.3383687943262,69.8652482269504,7.13793103448276,84,62,16,0.0247933884297521
"442",1998-08-15,64.5310344827586,73.4275862068965,75.1724137931034,30.0243448275862,29.32464,67.72,6.98620689655172,88,61,16,0
"443",1998-08-22,65.0547945205479,73.9041095890411,75.6575342465753,30.106095890411,29.4031818181818,68.6893939393939,6.98630136986301,88,61,16,0
"444",1998-08-29,65.8811188811189,75.0839160839161,75.0909090909091,29.9103496503497,29.2054285714286,69.0785714285714,7.59440559440559,89,64,33,0
"445",1998-09-05,55.9428571428571,69.5071428571429,64.9928571428571,29.9366428571429,29.2274637681159,61.4420289855072,6.08571428571429,87,54,14,0
"446",1998-09-12,55.4195804195804,69.0489510489511,64.4265734265734,30.0092307692308,29.299014084507,60.9788732394366,7.72727272727273,91,49,16,0
"447",1998-09-19,62.6666666666667,70.9219858156028,77.6666666666667,29.9601418439716,29.2515942028986,65.695652173913,6.35460992907801,89,57,17,0.000168067226890756
"448",1998-09-26,55.9862068965517,65.6068965517241,73.0620689655172,29.9569655172414,29.2445833333333,60.0486111111111,8.18620689655172,90,47,21,0
"449",1998-10-03,51.1619718309859,60.6760563380282,72.6197183098592,30.0144366197183,29.2963768115942,55.4782608695652,9.3943661971831,85,43,22,0.00477272727272727
"450",1998-10-10,51.1971830985916,57.7605633802817,79.9366197183099,30.1098591549296,29.3875,54.2142857142857,9.35211267605634,74,41,23,0.0100769230769231
"451",1998-10-17,49.169014084507,57.7605633802817,75.0633802816901,30.0882394366197,29.3702158273381,53.0791366906475,8.76056338028169,79,40,21,0.0186666666666667
"452",1998-10-24,37.3829787234043,50.4397163120567,63.2269503546099,30.276170212766,29.5439007092199,44.3900709219858,9.31914893617021,66,36,23,0.00179856115107914
"453",1998-10-31,52.6620689655172,58.4275862068965,82.6965517241379,30.0704137931034,29.3552142857143,55.15,6.63448275862069,73,43,13,0.00566929133858268
"454",1998-11-07,33.6689655172414,41.751724137931,74.0068965517241,30.2025517241379,29.4685714285714,37.7894736842105,11.2758620689655,56,28,22,0.00131147540983607
"455",1998-11-14,35.2671232876712,43.7260273972603,73.1232876712329,29.9892465753425,29.2541843971631,40.177304964539,12.0342465753425,63,33,39,0.0149206349206349
"456",1998-11-21,32.013986013986,40.8671328671329,71.8951048951049,30.0086713286713,29.2766423357664,37.0729927007299,10.6643356643357,60,26,21,0
"457",1998-11-28,35.936170212766,50.1985815602837,60.0567375886525,29.9876595744681,29.2621276595745,43.6524822695035,10.1843971631206,67,33,23,7.09219858156028e-05
"458",1998-12-05,51.8391608391608,57.1678321678322,83.1818181818182,29.8962237762238,29.1761870503597,54.3597122302158,10.8181818181818,68,33,24,0.00281481481481482
"459",1998-12-12,31.5177304964539,39.0921985815603,76.0709219858156,30.2083687943262,29.4642647058824,36.1617647058824,8.00709219858156,62,29,18,0.00666666666666667
"460",1998-12-19,28.531914893617,37.822695035461,70.6099290780142,30.1098581560284,29.3714184397163,34.113475177305,8.91489361702128,53,26,21,0
"461",1998-12-26,11.0857142857143,21.9285714285714,64.5071428571429,30.3337857142857,29.5774809160305,19.0992366412214,9.92142857142857,36,5,21,8.33333333333333e-05
"462",1999-01-02,14,21.5862068965517,73.5448275862069,30.060275862069,29.3031617647059,19.6102941176471,11.9310344827586,44,1,28,0.00032258064516129
"463",1999-01-09,0.883561643835616,7.29452054794521,75.2739726027397,30.1533103448276,29.3851127819549,6.57894736842105,10.8287671232877,25,-15,21,0
"464",1999-01-16,12.4429530201342,17.3154362416107,81.2953020134228,30.0523489932886,29.29140625,17.3984375,11.0939597315436,40,-3,25,0
"465",1999-01-23,30.6712328767123,33.5890410958904,89.5890410958904,29.7927397260274,29.0641044776119,32.134328358209,9.58219178082192,46,15,25,0.0194354838709677
"466",1999-01-30,27.5704225352113,33.612676056338,79.3521126760563,30.2480281690141,29.5014492753623,31.1884057971014,9.23943661971831,49,19,24,0.000151515151515152
"467",1999-02-06,28.6901408450704,36.5070422535211,74.8802816901408,30.0034285714286,29.6833333333333,31.8,11.3098591549296,46,20,23,0.0026984126984127
"468",1999-02-13,27.7310344827586,37.2551724137931,71.6275862068966,29.9807142857143,NA,NA,12.8689655172414,69,14,29,0.0031496062992126
"469",1999-02-20,23.4689655172414,32.1931034482759,71.551724137931,30.0666428571429,NA,NA,10.4758620689655,55,20,22,0.000608695652173913
"470",1999-02-27,22.25,31.75,69.6319444444444,30.156524822695,NA,NA,9.09722222222222,48,21,20,0.00305343511450382
"471",1999-03-06,25.1468531468531,33.0769230769231,73.8391608391608,29.9243971631206,NA,NA,13.027972027972,44,20,24,0.00242990654205607
"472",1999-03-13,19.3175675675676,27.4054054054054,73.1891891891892,30.3290647482014,NA,NA,10.9797297297297,36,18,24,0.000769230769230769
"473",1999-03-20,26.669014084507,39.2042253521127,62.0915492957746,30.0708450704225,NA,NA,11.056338028169,59,22,31,0
"474",1999-03-27,23.2836879432624,36.9929078014184,60.3120567375887,30.1696453900709,NA,NA,8.30496453900709,56,24,18,0
"475",1999-04-03,41.7342657342657,56.4055944055944,63.4055944055944,29.9730496453901,NA,NA,10.5804195804196,75,31,26,0
"476",1999-04-10,42.1232876712329,51.1712328767123,74.0753424657534,29.8530496453901,NA,NA,14.2534246575342,77,38,29,0.0134090909090909
"477",1999-04-17,34.4857142857143,46.1214285714286,67.9214285714286,29.8522142857143,NA,NA,9.9,60,35,26,0.0112403100775194
"478",1999-04-24,38.3194444444444,45.4722222222222,79.3055555555556,30.0051408450704,NA,NA,8.67361111111111,60,34,28,0.015511811023622
"479",1999-05-01,33.6666666666667,52.2765957446809,53.1560283687943,30.151134751773,NA,NA,9.95744680851064,71,37,22,0.00856060606060606
"480",1999-05-08,48.1034482758621,61.4758620689655,65.1586206896552,29.7346153846154,NA,NA,11.8758620689655,79,45,36,0.00264
"481",1999-05-15,47.2413793103448,57.4275862068965,70.7931034482759,30.0160416666667,NA,NA,9.2551724137931,77,41,20,0.0140579710144928
"482",1999-05-22,54.3214285714286,65.05,70.7,29.9855714285714,NA,NA,10.0214285714286,82,50,21,0.00962962962962963
"483",1999-05-29,45.7872340425532,63.1702127659574,56.3758865248227,29.9342553191489,NA,NA,9.75886524822695,86,44,24,0.00125925925925926
"484",1999-06-05,58.2307692307692,67.5104895104895,74.4475524475525,29.941,NA,NA,8.63636363636364,88,50,18,0.0139416058394161
"485",1999-06-12,65.8368794326241,78.0851063829787,68.6971830985916,29.9977464788732,NA,NA,8.1830985915493,91,67,22,0.0135338345864662
"486",1999-06-19,48.7943262411348,62.5815602836879,63.709219858156,30.1822857142857,NA,NA,8.19148936170213,75,46,16,0.0115789473684211
"487",1999-06-26,62.4084507042254,74.5422535211268,68.6478873239437,29.9767375886525,NA,NA,7.02816901408451,88,55,17,0.00277372262773723
"488",1999-07-03,64.7152777777778,75.1458333333333,71.6041666666667,29.812676056338,NA,NA,8.81944444444444,92,56,22,0.00712
"489",1999-07-10,63.1205673758865,78.5035460992908,61.5106382978723,29.9982142857143,NA,NA,10.9007092198582,94,56,21,0.00355072463768116
"490",1999-07-17,59.5035460992908,74.4964539007092,62.3758865248227,30.0741428571429,NA,NA,7.48936170212766,91,54,17,0.00124087591240876
"491",1999-07-24,71.1619718309859,79.0352112676056,78.443661971831,30.0015602836879,NA,NA,7.54929577464789,93,68,24,0.0113333333333333
"492",1999-07-31,72.05,83.45,70.4285714285714,29.8255714285714,NA,NA,7.95,100,71,22,0.000507246376811594
"493",1999-08-07,59.9097222222222,73.3958333333333,65.1111111111111,30.0218881118881,NA,NA,8.29166666666667,87,60,16,0.00143884892086331
"494",1999-08-14,60.2112676056338,70.2464788732394,72.4154929577465,29.8853191489362,NA,NA,9.61971830985915,87,54,21,0.00338345864661654
"495",1999-08-21,58.9160839160839,69.5454545454545,71.9090909090909,30.0770714285714,NA,NA,6.25174825174825,86,54,17,0.00604477611940298
"496",1999-08-28,64.8680555555556,71.7222222222222,80.6875,29.9121985815603,NA,NA,6.58333333333333,90,56,22,0.00816
"497",1999-09-04,57.7142857142857,71.55,65.1642857142857,30.1075,NA,NA,7.11428571428571,92,54,21,0
"498",1999-09-11,52.5714285714286,67.5,61.9857142857143,29.8955,NA,NA,7.97857142857143,91,48,21,0
"499",1999-09-18,49.255033557047,60.1476510067114,70.3892617449664,30.0995945945946,NA,NA,7.2013422818792,77,45,17,0.000935251798561151
"500",1999-09-25,46.4785714285714,60.4214285714286,63.5142857142857,29.96,NA,NA,8.62857142857143,80,41,18,0.0017910447761194
"501",1999-10-02,45.6981132075472,57.3710691823899,69.1509433962264,30.0133544303797,NA,NA,10.251572327044,85,38,23,0.0188489208633094
"502",1999-10-09,44.4698795180723,53.0481927710843,74.9096385542169,30.1493209876543,NA,NA,8.28658536585366,73,39,17,0.00624113475177305
"503",1999-10-16,47.01875,58.575,68.15625,30.031582278481,NA,NA,9.9125,79,36,20,0.00100719424460432
"504",1999-10-23,31.5182926829268,46.4329268292683,57.9451219512195,30.0541463414634,NA,NA,10.8231707317073,68,36,23,0
"505",1999-10-30,36.8545454545455,53.830303030303,56.1575757575758,30.1186585365854,NA,NA,8.75757575757576,78,28,20,0.000571428571428571
"506",1999-11-06,30.6484848484848,48.6484848484848,53.2484848484848,30.1218787878788,NA,NA,9.22424242424242,72,28,22,7.35294117647059e-05
"507",1999-11-13,41.4166666666667,53.0833333333333,67.0064102564103,30.1030769230769,NA,NA,8.50641025641026,73,34,22,0
"508",1999-11-20,31.4465408805031,44.9119496855346,61.937106918239,30.0462264150943,NA,NA,10.1210191082803,71,30,22,0.000214285714285714
"509",1999-11-27,37.31875,44.13125,78.575,30.009748427673,NA,NA,8.475,62,26,23,0.00299270072992701
"510",1999-12-04,30.2893081761006,40.9874213836478,68.2767295597484,30.2752866242038,NA,NA,9.05660377358491,58,21,22,0.00905797101449275
"511",1999-12-11,29.4605263157895,35.3355263157895,80.0526315789474,30.1268,NA,NA,9.38815789473684,53,20,22,0.00748148148148148
"512",1999-12-18,26.2456140350877,31.0350877192982,83.0175438596491,29.9961445783133,NA,NA,7.69230769230769,46,10,18,0.00212389380530973
"513",1999-12-25,9.4969696969697,16.4181818181818,74.6,30.2510365853659,NA,NA,10.1878787878788,39,1,26,0.000344827586206897
"514",2000-01-01,22.601226993865,30.7668711656442,72.9018404907975,29.9015950920245,NA,NA,10.6871165644172,47,12,24,0
"515",2000-01-08,25.9573170731707,32.0975609756098,79.0914634146341,30.0360122699386,NA,NA,11.9817073170732,60,12,24,0.00208695652173913
"516",2000-01-15,25.0828402366864,32.396449704142,75.4792899408284,30.0501863354037,NA,NA,10.9526627218935,45,11,28,0.002
"517",2000-01-22,11.5294117647059,18.7764705882353,74.3352941176471,30.1958536585366,NA,NA,10.1588235294118,36,-3,23,0.00396694214876033
"518",2000-01-29,8.64102564102564,16.6474358974359,71.0833333333333,30.3145806451613,NA,NA,10.5032258064516,33,-2,21,0.000427350427350427
"519",2000-02-05,18.9146341463415,24.7012195121951,79.2256097560976,30.082037037037,NA,NA,10.9756097560976,37,10,21,5e-04
"520",2000-02-12,22.2754491017964,29.251497005988,76.6467065868263,30.1300602409639,NA,NA,8.90419161676647,47,12,18,0
"521",2000-02-19,23.5321637426901,29.8245614035088,78.4736842105263,30.1025454545455,NA,NA,11.4736842105263,42,19,22,0.000204081632653061
"522",2000-02-26,40.1204819277108,48.4698795180723,74.578313253012,30.0521951219512,NA,NA,11.5602409638554,72,22,28,0.00593984962406015
"523",2000-02-29,30.536231884058,47.3188405797101,54.4927536231884,30.056231884058,NA,NA,12.25,64,32,21,0
"524",2000-03-04,27.8350515463918,40,63.4845360824742,30.0422105263158,29.2775,NA,9.15,62,22,30,0.05
"525",2000-03-11,34.5680473372781,48.8571428571429,61.6390532544379,29.9865868263473,29.2357142857143,NA,10.4571428571429,78,24,39,0.01
"526",2000-03-18,26.8816568047337,38.1428571428571,66.4082840236686,30.182380952381,29.41,NA,10.2,65,20,33,0.15
"527",2000-03-25,42.1011904761905,49.4285714285714,78.3928571428571,30.0905988023952,29.3342857142857,NA,8.6,68,36,40,0.13
"528",2000-04-01,30.7964071856287,42.6,61.6946107784431,29.8435714285714,28.9257142857143,NA,6.16,63,26,25,0.04
"529",2000-04-08,29.0532544378698,44.7142857142857,58.5147928994083,29.8282634730539,29.0814285714286,NA,12.5,64,25,40,0
"530",2000-04-15,32.9235294117647,45.4285714285714,65.6705882352941,30.1622619047619,29.4028571428571,NA,10.6857142857143,76,29,30,0
"531",2000-04-22,40.875,47.1428571428571,82.1666666666667,29.8821604938272,29.13,NA,10.4428571428571,65,31,41,0.733333333333333
"532",2000-04-29,31.0240963855422,50.7142857142857,51.5722891566265,30.0172121212121,29.27,NA,8.3,70,37,36,0
"533",2000-05-06,51.3195266272189,64.4285714285714,63.3786982248521,30.0307142857143,29.2857142857143,NA,8.58571428571429,86,37,29,0.11
"534",2000-05-13,56.906976744186,64.8571428571429,76.3895348837209,29.7121818181818,28.9714285714286,NA,11.4,85,45,48,0.42
"535",2000-05-20,43.2321428571429,55.7142857142857,68.9226190476191,30.0008982035928,29.2428571428571,NA,8.95714285714286,70,40,46,0.2525
"536",2000-05-27,48.5059523809524,63.7142857142857,60.6964285714286,29.7423214285714,29.0014285714286,NA,8.5,81,44,38,0.17
"537",2000-06-03,55.849710982659,61.5714285714286,79.9190751445087,30.0106626506024,29.2642857142857,NA,8.2,86,44,38,0.134
"538",2000-06-10,52.8622754491018,67,61.9700598802395,30.0331137724551,29.2957142857143,NA,10.2857142857143,89,45,33,0.195
"539",2000-06-17,59.4628571428571,66.4285714285714,80.36,29.8692307692308,29.1314285714286,NA,9.57142857142857,83,53,33,0.208333333333333
"540",2000-06-24,59.4294117647059,70.4285714285714,70.6058823529412,29.906369047619,29.1685714285714,NA,8.57142857142857,85,52,33,0.3625
"541",2000-07-01,57.9700598802395,68.5714285714286,70.2395209580838,29.9788622754491,29.2357142857143,NA,6.61428571428571,86,52,26,0.0133333333333333
"542",2000-07-08,64.2899408284024,72.1428571428571,78.7573964497041,29.9874404761905,29.2485714285714,NA,7.47142857142857,84,61,28,0.61
"543",2000-07-15,64.1065088757396,74.2857142857143,72.3254437869822,29.9035714285714,29.1628571428571,NA,7.37142857142857,89,62,35,1.04
"544",2000-07-22,55.6666666666667,68.1428571428571,65.0773809523809,29.9992857142857,29.2614285714286,NA,7.17142857142857,88,53,28,0.01
"545",2000-07-29,59.6117647058824,70.7142857142857,68.6,30.0193452380952,29.28,NA,6.27142857142857,88,52,28,0.02
"546",2000-08-05,62.0693641618497,69.5714285714286,78.971098265896,29.9501785714286,29.2171428571429,NA,8.75714285714286,87,54,30,0.253333333333333
"547",2000-08-12,65.2874251497006,75.1428571428571,75.0059880239521,29.944578313253,29.2171428571429,NA,7.5,88,59,59,0.34
"548",2000-08-19,61.5833333333333,71.5714285714286,71.4702380952381,30.0695833333333,29.33,NA,8.42857142857143,92,57,26,0.58
"549",2000-08-26,61.2882352941176,71.1428571428571,71.4647058823529,30.0819047619048,29.3485714285714,NA,6.47142857142857,84,55,26,0.025
"550",2000-09-02,67.3592814371257,77.1428571428571,75.1556886227545,29.9581927710843,29.2228571428571,NA,8.4,93,64,30,0
"551",2000-09-09,58.4761904761905,70.2857142857143,69.1785714285714,30.0908333333333,29.3542857142857,NA,10.0857142857143,88,47,30,0.02
"552",2000-09-16,53.6918604651163,65,69.2848837209302,29.9859880239521,29.2414285714286,NA,9.6,87,44,37,0.53
"553",2000-09-23,50.6081871345029,63.7142857142857,68.7719298245614,29.8629761904762,29.1271428571429,NA,8.98571428571429,87,45,35,0.246666666666667
"554",2000-09-30,43.6024096385542,56.8571428571429,65.1867469879518,30.1352121212121,29.3742857142857,NA,8.78571428571429,77,42,30,0.13
"555",2000-10-07,43.7017543859649,55.7142857142857,66.7719298245614,30.0177380952381,29.2685714285714,NA,11.7,83,30,32,0.2425
"556",2000-10-14,34.0056818181818,53.7142857142857,50.8057142857143,30.2502873563218,29.4842857142857,NA,9.34285714285714,78,30,29,0
"557",2000-10-21,47.2366863905325,56.8571428571429,73.3846153846154,30.1352694610778,29.3728571428571,NA,6.57142857142857,77,38,24,0.08
"558",2000-10-28,54.8284023668639,60.7142857142857,81.6390532544379,30.2533532934132,29.4971428571429,NA,7.44285714285714,76,46,30,0.02
"559",2000-11-02,NA,51.6666666666667,NA,NA,29.4933333333333,NA,9.23333333333333,70,36,25,NA
"560",2000-11-11,34.8235294117647,42.9294117647059,75.2529411764706,29.9344910179641,NA,NA,10.8461538461538,-Inf,Inf,-Inf,0.00674418604651163
"561",2000-11-18,26.3705882352941,33.3705882352941,75.9588235294118,29.9456547619048,NA,NA,12.2647058823529,-Inf,Inf,-Inf,0.000126582278481013
